Date,ACC,AUBANK,ADANIPORTS,ADANIPOWER,ADANITRANS,ABCAPITAL,ABFRL,AJANTPHARM,ALKEM,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUROPHARMA,DMART,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BAJAJHLDNG,BALKRISIND,BANDHANBNK,BANKBARODA,BANKINDIA,BATAINDIA,BERGEPAINT,BEL,BHARATFORG,BHEL,BPCL,BHARTIARTL,INFRATEL,BIOCON,BBTC,BOSCHLTD,BRITANNIA,CESC,CADILAHC,CANBK,CASTROLIND,CHOLAFIN,CIPLA,CUB,COALINDIA,COLPAL,CONCOR,COROMANDEL,CROMPTON,CUMMINSIND,DLF,DABUR,DALBHARAT,DIVISLAB,DRREDDY,EDELWEISS,EICHERMOT,EMAMILTD,ENDURANCE,ENGINERSIN,ESCORTS,EXIDEIND,FEDERALBNK,FORTIS,FCONSUMER,FRETAIL,GAIL,GMRINFRA,GICRE,GLENMARK,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GRAPHITE,GRASIM,GSPL,HEG,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HAVELLS,HEROMOTOCO,HEXAWARE,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,HUDCO,HDFC,ICICIBANK,ICICIGI,ICICIPRULI,IDBI,IDFCFIRSTB,ITC,IBULHSGFIN,IBVENTURES,INDIANB,INDHOTEL,IOC,IGL,INDUSINDBK,NAUKRI,INFY,INDIGO,IPCALAB,JSWENERGY,JSWSTEEL,JINDALSTEL,JUBLFOOD,JUBILANT,KOTAKBANK,L&TFH,LTTS,LICHSGFIN,LTI,LT,LUPIN,MRF,MGL,M&MFIN,M&M,MANAPPURAM,MRPL,MARICO,MARUTI,MFSL,MINDTREE,MOTHERSUMI,MPHASIS,MUTHOOTFIN,NATCOPHARM,NBCC,NHPC,NMDC,NTPC,NATIONALUM,NESTLEIND,NAM-INDIA,OBEROIRLTY,ONGC,OIL,OFSS,PIIND,PNBHOUSING,PAGEIND,PETRONET,PFIZER,PIDILITIND,PEL,PFC,POWERGRID,PRESTIGE,PGHH,PNB,QUESS,RBLBANK,RECLTD,RAJESHEXPO,RELIANCE,SBILIFE,SRF,SHREECEM,SRTRANSFIN,SIEMENS,SBIN,SAIL,STRTECH,SUNPHARMA,SUNTV,SYNGENE,TVSMOTOR,TCS,TATACONSUM,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,NIACL,RAMCOCEM,TITAN,TORNTPHARM,TORNTPOWER,UPL,ULTRACEMCO,UNIONBANK,UBL,MCDOWELL-N,VGUARD,VARROC,VBL,VEDL,IDEA,VOLTAS,WHIRLPOOL,WIPRO,ZEEL
2020-06-18,-124454.64245303352,-123979.99165064309,43147.95361765381,-124698.52479141988,-125582.41000245583,-124605.0847704694,-123672.24756530626,-124305.61115914487,-123266.66508396421,424011.0454013665,-122945.28480875233,286788.31380282296,241047.4032699751,-124246.30641639633,-123997.17744932626,-126003.84294584396,606974.6875327578,-125499.11381498748,-124450.7588712223,-124916.01457985569,-125098.77900143198,-124937.02808460739,241047.4032699751,-79138.97045995979,-124179.37973710138,-125480.45351508108,-124556.61842841998,-123374.98718740484,-123187.10822420425,-128276.55943711849,-135661.8986912133,138587.76367639596,-126507.462026697,-125811.78204201987,-125211.04150354667,-128249.39711598992,424011.0454013665,-125031.27736335823,-124569.72308109258,-125276.72126071536,-123982.1883079233,241047.4032699751,-99627.59320698414,-124899.5647594973,504057.63883385016,-130035.36577741448,-125047.05421295828,580837.0243711305,1521792.8981897146,-126390.92540574197,-125066.9524556678,-126882.59037169165,-124594.24399695848,-124844.86126902435,-124551.268278299,-124733.6398754721,-128448.64801589536,-124688.08293944951,-125758.89149594119,149565.58220427937,-126882.32902322174,-127083.49547927322,332529.2243356708,-124015.64747056596,1521792.8981897146,1521792.8981897146,58083.7611385837,143964.65438393067,-123621.93560968697,-116967.13791945031,-124841.58533621035,-124797.59446379592,-124903.60125077891,286788.31380282296,-121274.74788675788,-124753.84307278504,-124173.42317240869,43147.95361765381,-124629.5131058237,-123985.70751949931,12342.850605735863,-124553.25767437441,-124682.13275877546,-124721.21344831579,-124060.80228646834,-124859.54810082061,-122859.72146835238,1521792.8981897146,-124840.56448439139,561233.77699991,-115271.9823891773,-123296.07676249387,-124022.21183785702,126695.12693785546,-124816.2781016607,-123502.26565308005,-126010.11349195718,-124899.30989941662,-123869.70432125834,-123678.78976491021,-124570.91662533181,-121665.229090971,72720.85250909501,1084920.5282025149,-125832.79730483933,76753.52053974608,-124892.78684108374,-124718.86020912239,-124559.26022557695,-123483.85068138188,-125024.17445159603,-123983.61960359084,-124244.50443256363,-124842.63080397336,-124392.85113262419,-124646.22007922831,-124733.9609884958,-127089.47003516919,-124841.18027780275,-124843.31736888389,-124851.18934398453,1521792.8981897146,389705.3625017306,-123729.92487903002,-124409.30172312868,-126302.03370439511,138587.76367639596,-124857.8100856409,-128910.86054819002,-124971.03863476336,-124431.85876498977,149565.58220427937,-124764.25414733242,-121957.82844381711,-120441.4606531044,-125425.54394575156,-124604.27239276389,-125072.54068617048,-125486.45616073611,-124589.60064479998,149565.58220427937,-124339.37042461005,-125109.94216028709,-124878.63567672856,-122071.16302231114,-124692.50073111922,-125184.13121200418,-124558.54752209142,218176.94800355117,816075.9928257766,-124681.59600387434,1521792.8981897146,-124772.05332418365,-125167.32152259116,-124578.45456190924,-117410.98406171711,698456.5085984536,-124469.30500168753,-128053.78547602562,-123840.44377120721,-126184.36254646096,-125216.8470418831,665523.0530148031,595539.4598995459,-124861.7732144692,-125269.83877245044,-122832.54156754332,-124765.68354848585,-124499.93752633316,-123830.09598555585,-123557.69103752203,-124868.11979663621,-124827.28875659134,-124782.71677890328,-125380.59982985319,-124835.16425477945,-124856.76784621413,35213.30587215979,-124773.3507215303,-124040.33481248775,-124386.4268667988,-124960.31262645625,-125966.32606044416,-124888.24830543296,-124755.21139271806,-125410.01397690475,-124366.90123472242,-125282.47039659417,-124966.22834217612,-124569.1592878186,-124714.63375691812,-124643.66675807645,-124810.40844845255,332529.2243356708,-117712.62903973818,-124886.08571630924,-124838.52616966963,-124495.89587434595,-124840.90664991464,-125720.16695791234,-124823.56107244383
2020-06-19,-126460.90399274633,-125973.62817535292,998618.1288219908,-127030.63291268144,-126033.94482306286,-118328.1908283785,-125711.06754144594,-125933.57090920786,-128168.28405101788,223879.6082933145,-126100.98795979317,661231.9989143416,573761.5207901361,-125990.63040770048,-126000.73787509212,-125754.31984802698,398820.5645417253,-125301.50106622052,-125986.3270250225,-118706.15235480787,-73404.89806623258,-125605.1731838374,1448466.30203219,858040.5746938036,-126351.32910355553,-126137.35752995881,-125966.67840304213,-126458.61514738046,-87007.22858063153,-125978.20843517446,-103170.87236741709,62933.92854477654,-126069.6011759757,-125938.48326907308,-125722.16322696152,-125904.6162418133,398820.5645417253,-125916.45866262092,-126003.92519906616,-125994.35880103476,-124834.32782622403,398820.5645417253,-115585.07998729972,-125990.27377215835,1186054.867659574,-105778.9988103916,-126091.72500518356,98921.78240159249,1448466.30203219,-125900.6914477028,-129940.2818854317,-128082.84300823539,-126006.92717841231,-125983.79854322242,-126016.57194433286,-126021.4116496425,-103560.62594533134,-126075.52961188552,-125959.35785350105,1448466.30203219,-131063.75570254792,-123494.98097686803,967378.6723490605,-122477.4946513948,661231.9989143416,573761.5207901361,398820.5645417253,259581.84426237788,-125061.87720633551,-127697.93704546358,-125986.12420507292,-125805.12158998022,-126149.31370469715,661231.9989143416,-125715.10329619277,-128169.16664096864,-126052.67787823324,1030750.1411941479,-126404.85823077781,-126000.10046438152,256681.03758989158,-125010.01248138756,-126958.88406955576,-126704.61348993948,-126165.69530496864,-126003.91812170028,-126168.63031166153,1133572.5807850508,-126122.64780326038,267614.8473554172,-125127.14017488116,-122633.26574243238,-125984.92769144567,-5730.396782724704,-125989.81445540657,-125623.5613501542,-125891.10484565164,-125691.10487564668,-125114.00166025467,-121790.05806512345,-126205.14082494685,-125613.37369106332,62933.92854477654,-61738.279459192956,-125980.576070449,131053.79477374956,-125457.75554358271,-126457.97848658307,-127298.5726764626,-125879.76327067413,-125952.15182311906,-127688.1016383884,-125968.98228676316,-125887.79595782045,-123130.42237751128,-111366.24612228187,-126218.01210592849,-125405.39891516617,-126117.00790921564,-126117.34192195191,-125504.52113972788,48938.65204490368,-5730.396782724704,-126004.46479052509,-125901.05456940937,-118044.46667785945,125912.6727942045,-126002.76223432939,-126002.82536623163,-125895.1355822263,-125903.64769599379,5203.412982800977,-125675.54432248768,207463.66713240134,-125479.2520534306,-127062.60733537041,-126132.52349853641,-124243.03294941911,-126001.54301844472,-118789.68816947115,92673.8911070064,-126048.91443687952,-125979.58269345229,-126230.67244083069,-119879.4548747354,-146373.63543445378,-126906.03385570676,-126284.78510564272,-60399.445610353076,355977.8813788492,-125981.82311322537,661231.9989143416,-127943.52356351544,-126479.21109312115,-126773.53434229361,-129144.08547765395,486291.04266593076,-126270.12564283896,-127632.16651181667,-125965.27568620277,-125925.53072341376,-125870.54820171243,1133572.5807850508,5203.412982800977,-125997.90710595185,-126038.82916506522,-127204.02792902406,-125589.56145728381,-127281.21632626194,-127354.59057558233,-128467.52072660108,-125943.29728628603,-126246.18116301188,-125878.82236188078,-126053.17821031461,-126284.7699547279,-126059.12307173367,267614.8473554172,-125954.64117260792,-128590.04238108014,-126276.45780994657,-126024.5656352029,-126018.96358274689,-125956.89573804785,-126149.96285085582,-125865.0717449311,-125839.86509633693,-126092.17243132589,-126104.29739502186,-125909.01040404277,-125936.11169969376,-126015.15862164977,-125976.33211487181,-38531.826079301725,-116312.74071739838,-122600.98089819035,-116790.82578280788,-125883.35440868423,-122224.99049339759,-126032.65334783682,-127841.7577327604
2020-06-22,-126730.10046656994,-125056.95881495294,428239.02721032244,-125461.03580265613,-126397.8429068006,-127914.73292137531,-125152.6846159094,-125342.98745129532,-125580.7077228291,376966.01126856334,-127457.56237375518,1381917.1237270427,879441.567497803,-129559.9285400667,-125851.17633670548,-125395.40700432616,41982.30711573689,-126130.51488317945,-125814.23338554766,-125960.00749318948,-105134.63593623329,-124814.33141245296,376966.01126856334,1256298.2346697329,-125025.80167821326,-125329.92486188276,-126978.43602502566,-125407.36684264793,-118422.58961765066,-125959.63830528273,-125436.07293966197,598055.2560094289,-126805.92801354622,-128321.85550726179,-123263.469985797,-125570.9667944205,628203.7893831832,-125630.74091333593,-125398.11788316818,-125630.3377597816,-122823.4794110479,460711.93730677,-24703.69166397682,-128287.45163506466,-10358.89665814226,-126093.62576132812,-125564.10863243802,643585.6941657111,1381917.1237270427,-125443.61713195527,-125389.15481486659,-117555.0522324034,-125607.92774777036,-125497.79257185763,-125476.74614249755,-125482.35600671128,-134790.21877198,-125602.53843106997,-125147.42895943801,-83636.58194157304,-126380.62470298771,-125301.9303545748,921314.5305169065,-107477.07258352317,251347.12221125345,711949.7154213899,1130679.345612423,1166570.4567716543,-124085.10660788146,-125583.07241806746,-125435.9441895739,-125537.84837000887,-125524.5870549825,628203.7893831832,-124212.50607485342,-124791.78199893326,-125526.60792362301,-2454.306700454387,-123569.3613236097,-124345.29120667953,607267.3078736317,-125761.8969295498,-125607.7031934762,-123892.87310340829,-125834.55347081654,-124479.16341788908,-125029.90276096047,356866.98901939386,-126055.48973854339,251347.12221125345,-125644.07915673028,-124564.78095450469,-127437.0252224818,188537.67768259853,-125636.43537326792,-125263.13655900049,-125741.78701748597,-125747.44476512683,673612.169864922,-127106.0185313206,-125261.40623646298,-127859.33849785996,55381.655281849955,735877.1228608775,-117852.91515074199,-94745.73539562088,-125340.63070679823,-125404.02141197868,-125901.77115908828,-125591.58544984352,-125478.67870759744,-124768.31974126128,-125773.42058324255,-123558.90295926442,-125524.79509290033,-115630.80964791476,-125503.8006828413,-125866.52357188762,-124345.93129433451,-125534.46263074275,-125410.09676635348,209474.1591921501,-62700.10043202139,-125259.24630635967,-124995.15278743015,-125176.12473613874,-4915.411465658793,-125453.35894543875,-126755.45022125998,-128292.13372965694,-126438.02889832522,125728.2331539435,-123921.56259167923,-128004.1325410884,-123559.70135761556,-125357.77360343435,-125363.42038917336,-126100.40346950355,-125397.42046707071,-125286.950774603,83855.27013484022,-125497.20764682705,-126176.44641179104,-125489.5187352348,-128210.05243663599,-125856.4041728751,-125463.29329539686,-119252.00338705436,439775.4557972183,243656.16981998953,-125553.0401387664,628203.7893831832,-86924.69778157193,-125853.14965259162,-122449.48632998014,-123784.88590709702,83855.27013484022,-125422.00678965815,-125509.54496067636,-125291.06252770247,-127766.32532679716,-125613.7769215359,1381917.1237270427,125728.2331539435,-125491.79948506012,-125737.03519805346,-121666.12966338317,-126018.41296591818,-125679.10992126171,-125563.15883254456,-126126.74522946162,-125549.27229854926,-125623.49120763398,-124965.79583893061,-125709.5426982947,-125524.53522516813,-125746.17580326606,109.34409663357413,-132053.48710954073,-125291.20046588957,-125560.136776514,-125521.59522064697,-118760.99191371609,-122357.35263547588,-125322.19371769644,-125617.82226885643,-125503.5999468235,-125894.10222949932,-125218.2250641486,-108409.01005896559,-125550.19871351265,-126078.45245394623,-125421.0796730549,544457.8633449766,-125969.2116424339,-125301.16598679556,-128459.4579878789,-125501.05125091605,-125625.44191740369,-126037.52762702957,-124277.9747323881
2020-06-23,-125931.83959533775,-127310.4280741426,145664.1774536579,-125849.72607969692,-126226.58639696379,-111956.01035049088,-125935.35534856624,-125991.21579914443,-125971.73838710661,-43776.33581668041,-125920.91655655329,613397.834112281,202663.97790668008,-125857.2492808239,-126253.86780098798,-125923.06015021527,38370.43542443976,-127472.82473298674,-114301.1838050007,-124669.5189775693,-124531.93761219321,-85609.08474479761,202663.97790668008,983058.3046973216,-122735.1218748975,-125865.70775560742,-125882.58023814343,-125726.73981688691,-125754.55916045458,-123446.36125491434,-125451.11438804999,-7631.7564705875,-126996.05477219513,-126245.85991142775,-126034.12591290646,-125464.55005989652,120517.20666555993,-125775.78225926319,-125853.65106226581,-124960.63553578671,-126852.5618615191,1003594.9975076016,-126662.06619524943,-124252.21149350762,120517.20666555993,-126726.02547712393,-125827.03596397112,55135.08261650509,1352718.7752823625,-125894.8782928947,-128505.21761705057,-126954.95874217313,-125914.90453207528,-127611.61673810746,-125885.541054534,-125934.09215510127,-125923.10705780059,-126049.80631814987,-125188.70941668308,366957.5203889204,-124244.60170644008,-125495.94469736195,695544.6053534012,-118826.7042484662,613397.834112281,695544.6053534012,1106278.461559002,-5217.647274930124,-125020.2346650781,-125895.94957971106,678463.1968860014,-125980.86786885154,-125851.711807104,613397.834112281,-125955.81584752921,-125898.43499407727,-124704.19966471454,55135.08261650509,-126578.30080547971,-125921.78277169318,377225.86679406057,-125488.6688991688,-125909.43888035,-126016.10388906652,-127907.01543227986,-125915.09563933413,-126073.64864717363,465533.6458782647,-125915.92487928402,983058.3046973216,-123089.19544969505,-125005.2304237377,-125962.69426055104,28102.089019299754,-122266.54138261905,-126013.98206027878,-122376.99634453909,-125938.44291457986,-52046.23938931232,-125923.10705780059,186553.2619691169,-125928.70613165021,820407.697639904,477604.1918565517,-126021.3713713385,1352718.7752823625,-125942.31552092523,-127074.76562850617,-126114.36756447396,-122639.88732330946,-125895.15467874824,-125429.92344137665,-125866.1717120556,-125842.45411455157,-131821.19963610827,-127310.42332883397,-126980.17689175195,-124166.62865166405,-125930.8058806501,-125424.79929021646,-127859.00844605152,1352718.7752823625,-115654.76065266055,-126980.94600990778,-125960.99754687768,-129480.43727265942,761262.0223462973,-125966.03903451945,-125638.38054203065,-124762.33210250392,-125845.53727818413,490177.6772506007,-125878.69018915684,-126090.19709106424,-129941.69209883039,-125322.61177952721,-125419.70356331549,-133378.37562154865,-123860.26512918768,-114294.01169995978,243737.3635272402,-126296.98905147199,-125825.75553082177,-126283.02773494426,-125291.99275367033,-125143.28108363859,-125942.72019956975,-124407.56066620097,1003594.9975076016,477604.1918565517,-125816.04848579563,613397.834112281,-120714.21639236383,-129216.68054101826,-121066.6541625867,-125863.80625978962,284810.7491478003,-125423.963786649,-126844.54099024153,-140196.58245925253,-136285.25373630915,-125454.49108331346,51513.91882301899,-43776.33581668041,-125930.84141874147,-126290.06438324186,-126885.29934906127,-126367.1740429045,-126251.89497769534,-122964.17356155088,-127110.92000896738,-126111.56081538861,-127592.54412520514,-102534.2080752511,-130552.1508367157,-126024.2208705378,-125982.57624380676,-43776.33581668041,-125657.35836574601,-125895.380933335,-126199.28659291832,-125974.90138493013,-125949.23544211063,-125772.72230628679,-125877.65836959615,-126550.08966105431,-125044.26676234642,-125963.38980291893,-125888.64246571554,-93690.5588220928,-126613.5905546466,-127748.72980185522,-125865.67753963901,366957.5203889204,-128826.13998417858,-130930.16634809301,-147860.1445606176,-125919.07280510543,-125905.32142249051,-125566.78699579141,-126417.14221463217
2020-06-24,-123500.09706039791,-125608.78589148604,68216.60367609392,-126863.92673831161,-126667.79804765487,-111231.69304619612,-126505.62845959689,-127079.78861099374,-127570.74225069971,5894.082607717344,-126275.51346842505,271442.21585558285,404216.2824795156,-126801.88311808574,-121251.2147320429,-127769.36480559791,50152.10481569492,-127664.35274587458,-127091.44060634874,-110002.55225112136,-126842.15652166506,-120909.66920808653,935312.5489752465,1466408.8154709775,-125724.40220122998,-127070.19443223695,-126906.37463889067,-123890.75025446474,-125924.35584005057,-125501.72376765416,-123772.16491925903,128046.22390173552,-126812.66786984795,-127774.07175657547,-127178.01369985206,-126555.93643605354,50152.10481569492,-127315.45085579084,-126724.98391862956,-127583.45363976843,-126989.0522470467,205055.18254361642,-126155.08692805069,-126893.79292218368,138668.14923165008,-126831.6284369103,-127409.03316906925,133248.79957353036,1466408.8154709775,-127039.67703847833,-126977.3357097585,-124389.1002015835,-128693.47907158849,-19949.761248850584,-127777.16771721559,-127610.4797959712,-126879.98401621539,-126890.6681589026,-106855.44369629011,1200860.682223112,-126258.07608562135,-127359.15583989711,536990.3491034483,-126467.52996967675,1466408.8154709775,758280.4601433363,1200860.682223112,458409.77906071255,-126923.6960123234,-126883.71312828259,-153522.59530661875,-125524.7600106522,-126897.90877016145,271442.21585558285,-126193.83564558734,-124278.48587372844,-126879.3042106043,35700.50572737573,-128285.47883566994,-125747.81927532845,271442.21585558285,-126924.56506353748,-128996.07411716288,-126760.06748356172,-126955.30623853515,-127026.82443192643,-129544.60044805719,128046.22390173552,-128389.42848189229,94410.12702367251,-123932.61934579295,-126886.55191844537,-126310.06432296622,50152.10481569492,-125258.7130752867,-126666.17300297091,-126759.31960506074,-126597.41866411771,-133780.46181463005,-126879.98401621539,-122059.63612492167,-126966.06173574392,637898.6397376371,360861.48521455796,-125581.43070584051,1466408.8154709775,-127379.35526683506,-127595.82871765785,-126946.47568856533,-127235.68144733808,-126360.07334175147,-127067.70419816476,-128117.74883615802,-128311.26993793577,-127487.37585460403,-127158.11100555242,-126668.69277301987,-127023.61881008725,-126867.6196371946,-102382.93724401352,-126891.20204875534,227184.19364760525,94410.12702367251,-128976.51987107893,-127656.18700860083,-123859.25512769031,1466408.8154709775,-127479.3295456553,-126573.21757632097,-126585.74399093805,-127791.431548557,50152.10481569492,-127183.2738123101,-126313.34666589249,-126470.314374721,-126979.94708442048,-120107.81228216994,-127965.1120386008,-95567.71302393453,-123617.75106847777,725086.943487353,-72389.02198341976,-126832.87991072588,-126602.34291791849,-126499.82089910425,-126468.36529097942,-126862.14206701843,-127782.85947411382,-5170.422944277056,133248.79957353036,-126921.67596486451,1466408.8154709775,-127527.13325320384,-126609.38288487721,-122197.18763592612,-140531.8496091575,105474.63257566692,-126471.3515631014,-125018.89856503048,-127014.78430729095,-124065.63120135567,-126443.71055393216,64314.67192224775,-16234.928496271432,-125697.08649810607,-127389.06999438736,-126814.32997105845,-126785.67989966567,-127085.97446020882,-119748.57719649053,-124617.24658000209,-127364.93010592222,-126877.81451936049,-128773.82695238644,-126637.53125087285,-126935.01470929192,-127149.08240016001,470603.31579148193,-126697.53565249451,-126997.68829378318,-126621.3479246771,-127489.31113108242,-126549.66928677644,-127161.25430939082,-127097.4945185537,-126815.89488490188,-126898.65131192401,-128811.39640727542,-127716.98025511963,-77132.14517728561,-126850.90212672674,-125649.83286115227,-127121.73693661782,935312.5489752465,-126518.46864709302,-126879.95806724613,-126202.67333617077,-126333.67031935304,-126901.31057721861,-127039.88026040977,-129160.49211544257
